t,vs_fpm,vcas_kts,alt_ft,nz,alpha_deg,pstick,throttle
152.033,-88.1662,128.69,10797.4,1.08655,16.9978,0,0.458093
152.05,-87.7539,128.692,10797.4,1.08655,16.9972,0,0.458093
152.067,-87.3419,128.694,10797.4,1.08655,16.9966,0,0.458093
152.083,-86.9303,128.696,10797.3,1.08654,16.9959,0,0.458093
152.1,-86.5191,128.698,10797.3,1.08654,16.9953,0,0.458093
152.117,-86.1083,128.7,10797.3,1.08654,16.9947,0,0.458093
152.133,-85.6978,128.702,10797.3,1.08654,16.994,0,0.458093
152.15,-85.2878,128.704,10797.3,1.08654,16.9934,0,0.458093
152.167,-84.8782,128.706,10797.2,1.08654,16.9928,0,0.458093
152.183,-84.469,128.708,10797.2,1.08654,16.9921,0,0.458093
152.2,-84.0602,128.71,10797.2,1.08654,16.9915,0,0.458093
152.217,-83.6519,128.712,10797.2,1.08654,16.9909,0,0.458093
152.233,-83.244,128.714,10797.1,1.08654,16.9903,0,0.458093
152.25,-82.8365,128.715,10797.1,1.08654,16.9897,0,0.458093
152.267,-82.4295,128.717,10797.1,1.08654,16.989,0,0.458093
152.283,-82.023,128.719,10797.1,1.08654,16.9884,0,0.458093
152.3,-81.6168,128.721,10797,1.08654,16.9878,0,0.458093
152.317,-81.2112,128.723,10797,1.08654,16.9872,0,0.458093
152.333,-80.806,128.725,10797,1.08654,16.9866,0,0.458093
152.35,-80.4012,128.727,10797,1.08654,16.9859,0,0.458093
152.367,-79.997,128.729,10797,1.08654,16.9853,0,0.458093
152.383,-79.5931,128.731,10796.9,1.08654,16.9847,0,0.458093
152.4,-79.1898,128.733,10796.9,1.08653,16.9841,0,0.458093
152.417,-78.7869,128.735,10796.9,1.08653,16.9835,0,0.458093
152.433,-78.3845,128.736,10796.9,1.08653,16.9829,0,0.458093
152.45,-77.9826,128.738,10796.8,1.08653,16.9823,0,0.458093
152.467,-77.5812,128.74,10796.8,1.08653,16.9817,0,0.458093
152.483,-77.1802,128.742,10796.8,1.08653,16.9811,0,0.458093
152.5,-76.7797,128.744,10796.8,1.08653,16.9805,0,0.458093
152.517,-76.3797,128.746,10796.8,1.08653,16.9799,0,0.458093
152.533,-75.9802,128.748,10796.7,1.08653,16.9793,0,0.458093
152.55,-75.5812,128.75,10796.7,1.08653,16.9787,0,0.458093
152.567,-75.1826,128.751,10796.7,1.08653,16.9781,0,0.458093
152.583,-74.7845,128.753,10796.7,1.08653,16.9775,0,0.458093
152.6,-74.3869,128.755,10796.7,1.08653,16.9769,0,0.458093
152.617,-73.9898,128.757,10796.6,1.08653,16.9763,0,0.458093
152.633,-73.5932,128.759,10796.6,1.08653,16.9758,0,0.458093
152.65,-73.1971,128.761,10796.6,1.08653,16.9752,0,0.458093
152.667,-72.8015,128.762,10796.6,1.08653,16.9746,0,0.458093
152.683,-72.4063,128.764,10796.6,1.08653,16.974,0,0.458093
152.7,-72.0116,128.766,10796.5,1.08653,16.9734,0,0.458093
152.717,-71.6174,128.768,10796.5,1.08653,16.9728,0,0.458093
152.733,-71.2238,128.77,10796.5,1.08653,16.9723,0,0.458093
152.75,-70.8305,128.772,10796.5,1.08653,16.9717,0,0.458093
152.767,-70.4378,128.773,10796.5,1.08653,16.9711,0,0.458093
152.783,-70.0456,128.775,10796.4,1.08653,16.9705,0,0.458093
152.8,-69.6539,128.777,10796.4,1.08653,16.97,0,0.458093
152.817,-69.2626,128.779,10796.4,1.08653,16.9694,0,0.458093
152.833,-68.8718,128.781,10796.4,1.08653,16.9688,0,0.458093
152.85,-68.4815,128.783,10796.4,1.08653,16.9683,0,0.458093
152.867,-68.0917,128.784,10796.3,1.08653,16.9677,0,0.458093
152.883,-67.7024,128.786,10796.3,1.08653,16.9671,0,0.458093
152.9,-67.3136,128.788,10796.3,1.08653,16.9666,0,0.458093
152.917,-66.9252,128.79,10796.3,1.08654,16.966,0,0.458093
152.933,-66.5374,128.791,10796.3,1.08654,16.9655,0,0.458093
152.95,-66.15,128.793,10796.2,1.08654,16.9649,0,0.458093
152.967,-65.7631,128.795,10796.2,1.08654,16.9643,0,0.458093
152.983,-65.3766,128.797,10796.2,1.08654,16.9638,0,0.458093
153,-64.9907,128.799,10796.2,1.08654,16.9632,0,0.458093
153.017,-64.6052,128.8,10796.2,1.08654,16.9627,0,0.458093
153.033,-64.2202,128.802,10796.2,1.08654,16.9621,0,0.458093
153.05,-63.8357,128.804,10796.1,1.08654,16.9616,0,0.458093
153.067,-63.4517,128.806,10796.1,1.08654,16.961,0,0.458093
153.083,-63.0681,128.807,10796.1,1.08654,16.9605,0,0.458093
153.1,-62.685,128.809,10796.1,1.08654,16.9599,0,0.458093
153.117,-62.3024,128.811,10796.1,1.08654,16.9594,0,0.458093
153.133,-61.9203,128.813,10796,1.08654,16.9589,0,0.458093
153.15,-61.5386,128.814,10796,1.08654,16.9583,0,0.458093
153.167,-61.1574,128.816,10796,1.08654,16.9578,0,0.458093
153.183,-60.7767,128.818,10796,1.08654,16.9573,0,0.458093
153.2,-60.3964,128.82,10796,1.08654,16.9567,0,0.458093
153.217,-60.0166,128.821,10796,1.08655,16.9562,0,0.458093
153.233,-59.6373,128.823,10795.9,1.08655,16.9557,0,0.458093
153.25,-59.2584,128.825,10795.9,1.08655,16.9551,0,0.458093
153.267,-58.88,128.827,10795.9,1.08655,16.9546,0,0.458093
153.283,-58.5021,128.828,10795.9,1.08655,16.9541,0,0.458093
153.3,-58.1246,128.83,10795.9,1.08655,16.9535,0,0.458093
153.317,-57.7475,128.832,10795.9,1.08655,16.953,0,0.458093
153.333,-57.371,128.833,10795.8,1.08655,16.9525,0,0.458093
153.35,-56.9949,128.835,10795.8,1.08655,16.952,0,0.458093
153.367,-56.6192,128.837,10795.8,1.08655,16.9515,0,0.458093
153.383,-56.244,128.838,10795.8,1.08655,16.9509,0,0.458093
153.4,-55.8693,128.84,10795.8,1.08656,16.9504,0,0.458093
153.417,-55.495,128.842,10795.8,1.08656,16.9499,0,0.458093
153.433,-55.1211,128.843,10795.8,1.08656,16.9494,0,0.458093
153.45,-54.7478,128.845,10795.7,1.08656,16.9489,0,0.458093
153.467,-54.3748,128.847,10795.7,1.08656,16.9484,0,0.458093
153.483,-54.0023,128.849,10795.7,1.08656,16.9479,0,0.458093
153.5,-53.6303,128.85,10795.7,1.08656,16.9474,0,0.458093
153.517,-53.2587,128.852,10795.7,1.08656,16.9469,0,0.458093
153.533,-52.8875,128.854,10795.7,1.08656,16.9464,0,0.458093
153.55,-52.5168,128.855,10795.7,1.08657,16.9459,0,0.458093
153.567,-52.1465,128.857,10795.6,1.08657,16.9454,0,0.458093
153.583,-51.7766,128.858,10795.6,1.08657,16.9449,0,0.458093
153.6,-51.4072,128.86,10795.6,1.08657,16.9444,0,0.458093
153.617,-51.0382,128.862,10795.6,1.08657,16.9439,0,0.458093
153.633,-50.6697,128.863,10795.6,1.08657,16.9434,0,0.458093
153.65,-50.3016,128.865,10795.6,1.08657,16.9429,0,0.458093
153.667,-49.9339,128.867,10795.6,1.08658,16.9424,0,0.458093
153.683,-49.5667,128.868,10795.5,1.08658,16.9419,0,0.458093
153.7,-49.1998,128.87,10795.5,1.08658,16.9414,0,0.458093
153.717,-48.8335,128.872,10795.5,1.08658,16.9409,0,0.458093
153.733,-48.4675,128.873,10795.5,1.08658,16.9404,0,0.458093
153.75,-48.1019,128.875,10795.5,1.08658,16.94,0,0.458093
153.767,-47.7368,128.876,10795.5,1.08658,16.9395,0,0.458093
153.783,-47.3721,128.878,10795.5,1.08658,16.939,0,0.458093
153.8,-47.0079,128.88,10795.4,1.08659,16.9385,0,0.458093
153.817,-46.644,128.881,10795.4,1.08659,16.938,0,0.458093
153.833,-46.2806,128.883,10795.4,1.08659,16.9376,0,0.458093
153.85,-45.9175,128.884,10795.4,1.08659,16.9371,0,0.458093
153.867,-45.5549,128.886,10795.4,1.08659,16.9366,0,0.458093
153.883,-45.1927,128.888,10795.4,1.08659,16.9362,0,0.458093
153.9,-44.8309,128.889,10795.4,1.0866,16.9357,0,0.458093
153.917,-44.4696,128.891,10795.4,1.0866,16.9352,0,0.458093
153.933,-44.1086,128.892,10795.3,1.0866,16.9347,0,0.458093
153.95,-43.748,128.894,10795.3,1.0866,16.9343,0,0.458093
153.967,-43.3879,128.895,10795.3,1.0866,16.9338,0,0.458093
153.983,-43.0281,128.897,10795.3,1.0866,16.9334,0,0.458093
154,-42.6688,128.899,10795.3,1.08661,16.9329,0,0.458093
154.017,-42.3098,128.9,10795.3,1.08661,16.9324,0,0.458093
154.033,-41.9513,128.902,10795.3,1.08661,16.932,0,0.458093
154.05,-41.5931,128.903,10795.3,1.08661,16.9315,0,0.458093
154.067,-41.2354,128.905,10795.2,1.08661,16.9311,0,0.458093
154.083,-40.878,128.906,10795.2,1.08661,16.9306,0,0.458093
154.1,-40.5211,128.908,10795.2,1.08662,16.9302,0,0.458093
154.117,-40.1645,128.909,10795.2,1.08662,16.9297,0,0.458093
154.133,-39.8084,128.911,10795.2,1.08662,16.9293,0,0.458093
154.15,-39.4526,128.912,10795.2,1.08662,16.9288,0,0.458093
154.167,-39.0972,128.914,10795.2,1.08662,16.9284,0,0.458093
154.183,-38.7422,128.916,10795.2,1.08663,16.9279,0,0.458093
154.2,-38.3876,128.917,10795.2,1.08663,16.9275,0,0.458093
154.217,-38.0333,128.919,10795.1,1.08663,16.927,0,0.458093
154.233,-37.6795,128.92,10795.1,1.08663,16.9266,0,0.458093
154.25,-37.326,128.922,10795.1,1.08663,16.9262,0,0.458093
154.267,-36.9729,128.923,10795.1,1.08663,16.9257,0,0.458093
154.283,-36.6202,128.925,10795.1,1.08664,16.9253,0,0.458093
154.3,-36.2679,128.926,10795.1,1.08664,16.9248,0,0.458093
154.317,-35.916,128.928,10795.1,1.08664,16.9244,0,0.458093
154.333,-35.5644,128.929,10795.1,1.08664,16.924,0,0.458093
154.35,-35.2132,128.931,10795.1,1.08664,16.9236,0,0.458093
154.367,-34.8624,128.932,10795.1,1.08665,16.9231,0,0.458093
154.383,-34.5119,128.933,10795,1.08665,16.9227,0,0.458093
154.4,-34.1619,128.935,10795,1.08665,16.9223,0,0.458093
154.417,-33.8122,128.936,10795,1.08665,16.9218,0,0.458093
154.433,-33.4628,128.938,10795,1.08665,16.9214,0,0.458093
154.45,-33.1138,128.939,10795,1.08666,16.921,0,0.458093
154.467,-32.7652,128.941,10795,1.08666,16.9206,0,0.458093
154.483,-32.417,128.942,10795,1.08666,16.9202,0,0.458093
154.5,-32.0691,128.944,10795,1.08666,16.9197,0,0.458093
154.517,-31.7216,128.945,10795,1.08667,16.9193,0,0.458093
154.533,-31.3745,128.947,10795,1.08667,16.9189,0,0.458093
154.55,-31.0277,128.948,10795,1.08667,16.9185,0,0.458093
154.567,-30.6812,128.949,10794.9,1.08667,16.9181,0,0.458093
154.583,-30.3352,128.951,10794.9,1.08667,16.9177,0,0.458093
154.6,-29.9894,128.952,10794.9,1.08668,16.9173,0,0.458093
154.617,-29.6441,128.954,10794.9,1.08668,16.9168,0,0.458093
154.633,-29.2991,128.955,10794.9,1.08668,16.9164,0,0.458093
154.65,-28.9544,128.957,10794.9,1.08668,16.916,0,0.458093
154.667,-28.6101,128.958,10794.9,1.08668,16.9156,0,0.458093
154.683,-28.2662,128.959,10794.9,1.08669,16.9152,0,0.458093
154.7,-27.9226,128.961,10794.9,1.08669,16.9148,0,0.458093
154.717,-27.5793,128.962,10794.9,1.08669,16.9144,0,0.458093
154.733,-27.2364,128.964,10794.9,1.08669,16.914,0,0.458093
154.75,-26.8938,128.965,10794.9,1.0867,16.9136,0,0.458093
154.767,-26.5516,128.966,10794.9,1.0867,16.9132,0,0.458093
154.783,-26.2098,128.968,10794.8,1.0867,16.9128,0,0.458093
154.8,-25.8682,128.969,10794.8,1.0867,16.9124,0,0.458093
154.817,-25.527,128.971,10794.8,1.0867,16.9121,0,0.458093
154.833,-25.1862,128.972,10794.8,1.08671,16.9117,0,0.458093
154.85,-24.8457,128.973,10794.8,1.08671,16.9113,0,0.458093
154.867,-24.5055,128.975,10794.8,1.08671,16.9109,0,0.458093
154.883,-24.1657,128.976,10794.8,1.08671,16.9105,0,0.458093
154.9,-23.8262,128.977,10794.8,1.08672,16.9101,0,0.458093
154.917,-23.4871,128.979,10794.8,1.08672,16.9097,0,0.458093
154.933,-23.1482,128.98,10794.8,1.08672,16.9093,0,0.458093
154.95,-22.8098,128.981,10794.8,1.08672,16.909,0,0.458093
154.967,-22.4716,128.983,10794.8,1.08672,16.9086,0,0.458093
154.983,-22.1338,128.984,10794.8,1.08673,16.9082,0,0.458093
155,-21.7963,128.985,10794.8,1.08673,16.9078,0,0.458093
155.017,-21.4591,128.987,10794.8,1.08673,16.9074,0,0.458093
155.033,-21.1223,128.988,10794.7,1.08673,16.9071,0,0.458093
155.05,-20.7858,128.989,10794.7,1.08674,16.9067,0,0.458093
155.067,-20.4496,128.991,10794.7,1.08674,16.9063,0,0.458093
155.083,-20.1138,128.992,10794.7,1.08674,16.906,0,0.458093
155.1,-19.7783,128.993,10794.7,1.08674,16.9056,0,0.458093
155.117,-19.4431,128.995,10794.7,1.08675,16.9052,0,0.458093
155.133,-19.1082,128.996,10794.7,1.08675,16.9048,0,0.458093
155.15,-18.7737,128.997,10794.7,1.08675,16.9045,0,0.458093
155.167,-18.4394,128.999,10794.7,1.08675,16.9041,0,0.458093
155.183,-18.1055,129,10794.7,1.08676,16.9038,0,0.458093
155.2,-17.7719,129.001,10794.7,1.08676,16.9034,0,0.458093
155.217,-17.4387,129.002,10794.7,1.08676,16.903,0,0.458093
155.233,-17.1057,129.004,10794.7,1.08676,16.9027,0,0.458093
155.25,-16.7731,129.005,10794.7,1.08676,16.9023,0,0.458093
155.267,-16.4408,129.006,10794.7,1.08677,16.902,0,0.458093
155.283,-16.1088,129.008,10794.7,1.08677,16.9016,0,0.458093
155.3,-15.7771,129.009,10794.7,1.08677,16.9012,0,0.458093
155.317,-15.4457,129.01,10794.7,1.08677,16.9009,0,0.458093
155.333,-15.1147,129.011,10794.7,1.08678,16.9005,0,0.458093
155.35,-14.7839,129.013,10794.7,1.08678,16.9002,0,0.458093
155.367,-14.4535,129.014,10794.6,1.08678,16.8998,0,0.458093
155.383,-14.1234,129.015,10794.6,1.08678,16.8995,0,0.458093
155.4,-13.7936,129.016,10794.6,1.08679,16.8991,0,0.458093
155.417,-13.4641,129.018,10794.6,1.08679,16.8988,0,0.458093
155.433,-13.1349,129.019,10794.6,1.08679,16.8985,0,0.458093
155.45,-12.806,129.02,10794.6,1.08679,16.8981,0,0.458093
155.467,-12.4774,129.021,10794.6,1.0868,16.8978,0,0.458093
155.483,-12.1491,129.023,10794.6,1.0868,16.8974,0,0.458093
155.5,-11.8212,129.024,10794.6,1.0868,16.8971,0,0.458093
155.517,-11.4935,129.025,10794.6,1.0868,16.8967,0,0.458093
155.533,-11.1662,129.026,10794.6,1.08681,16.8964,0,0.458093
155.55,-10.8391,129.027,10794.6,1.08681,16.8961,0,0.458093
155.567,-10.5124,129.029,10794.6,1.08681,16.8957,0,0.458093
155.583,-10.1859,129.03,10794.6,1.08681,16.8954,0,0.458093
155.6,-9.85979,129.031,10794.6,1.08682,16.8951,0,0.458093
155.617,-9.53395,129.032,10794.6,1.08682,16.8947,0,0.458093
155.633,-9.20842,129.033,10794.6,1.08682,16.8944,0,0.458093
155.65,-8.88318,129.035,10794.6,1.08682,16.8941,0,0.458093
155.667,-8.55824,129.036,10794.6,1.08682,16.8938,0,0.458093
155.683,-8.2336,129.037,10794.6,1.08683,16.8934,0,0.458093
155.7,-7.90925,129.038,10794.6,1.08683,16.8931,0,0.458093
155.717,-7.58521,129.039,10794.6,1.08683,16.8928,0,0.458093
155.733,-7.26146,129.04,10794.6,1.08683,16.8925,0,0.458093
155.75,-6.93801,129.042,10794.6,1.08684,16.8921,0,0.458093
155.767,-6.61485,129.043,10794.6,1.08684,16.8918,0,0.458093
155.783,-6.29199,129.044,10794.6,1.08684,16.8915,0,0.458093
155.8,-5.96943,129.045,10794.6,1.08684,16.8912,0,0.458093
155.817,-5.64716,129.046,10794.6,1.08685,16.8909,0,0.458093
155.833,-5.32518,129.047,10794.6,1.08685,16.8906,0,0.458093
155.85,-5.00349,129.048,10794.6,1.08685,16.8902,0,0.458093
155.867,-4.6821,129.05,10794.6,1.08685,16.8899,0,0.458093
155.883,-4.361,129.051,10794.6,1.08686,16.8896,0,0.458093
155.9,-4.04019,129.052,10794.6,1.08686,16.8893,0,0.458093
155.917,-3.71967,129.053,10794.6,1.08686,16.889,0,0.458093
155.933,-3.39944,129.054,10794.6,1.08686,16.8887,0,0.458093
155.95,-3.0795,129.055,10794.6,1.08687,16.8884,0,0.458093
155.967,-2.75985,129.056,10794.6,1.08687,16.8881,0,0.458093
155.983,-2.44049,129.057,10794.6,1.08687,16.8878,0,0.458093
156,-2.12141,129.059,10794.6,1.08687,16.8875,0,0.458093
156.017,-1.80263,129.06,10794.6,1.08688,16.8872,0,0.458093
156.033,-1.48413,129.061,10794.6,1.08688,16.8869,0,0.458093
156.05,-1.16592,129.062,10794.6,1.08688,16.8866,0,0.458093
156.067,-0.847994,129.063,10794.6,1.08688,16.8863,0,0.458093
156.083,-0.530356,129.064,10794.6,1.08688,16.886,0,0.458093
156.1,-0.213002,129.065,10794.6,1.08689,16.8857,0,0.458093
156.117,0.104066,129.066,10794.6,1.08689,16.8854,0,0.458093
156.133,0.420849,129.067,10794.6,1.08689,16.8851,0,0.458093
156.15,0.737348,129.068,10794.6,1.08689,16.8848,0,0.458093
156.167,1.05356,129.069,10794.6,1.0869,16.8845,0,0.458093
156.183,1.36949,129.07,10794.6,1.0869,16.8842,0,0.458093
156.2,1.68514,129.071,10794.6,1.0869,16.8839,0,0.458093
156.217,2.00051,129.073,10794.6,1.0869,16.8837,0,0.458093
156.233,2.31559,129.074,10794.6,1.08691,16.8834,0,0.458093
156.25,2.6304,129.075,10794.6,1.08691,16.8831,0,0.458093
156.267,2.94492,129.076,10794.6,1.08691,16.8828,0,0.458093
156.283,3.25916,129.077,10794.6,1.08691,16.8825,0,0.458093
156.3,3.57312,129.078,10794.6,1.08692,16.8822,0,0.458093
156.317,3.88679,129.079,10794.6,1.08692,16.882,0,0.458093
156.333,4.20019,129.08,10794.6,1.08692,16.8817,0,0.458093
156.35,4.51331,129.081,10794.6,1.08692,16.8814,0,0.458093
156.367,4.82615,129.082,10794.6,1.08692,16.8811,0,0.458093
156.383,5.13871,129.083,10794.6,1.08693,16.8808,0,0.458093
156.4,5.45099,129.084,10794.6,1.08693,16.8806,0,0.458093
156.417,5.763,129.085,10794.6,1.08693,16.8803,0,0.458093
156.433,6.07472,129.086,10794.6,1.08693,16.88,0,0.458093
156.45,6.38617,129.087,10794.6,1.08694,16.8798,0,0.458093
156.467,6.69734,129.088,10794.6,1.08694,16.8795,0,0.458093
156.483,7.00823,129.089,10794.6,1.08694,16.8792,0,0.458093
156.5,7.31885,129.09,10794.6,1.08694,16.879,0,0.458093
156.517,7.62919,129.091,10794.6,1.08695,16.8787,0,0.458093
156.533,7.93925,129.092,10794.6,1.08695,16.8784,0,0.458093
156.55,8.24904,129.093,10794.6,1.08695,16.8782,0,0.458093
156.567,8.55855,129.094,10794.6,1.08695,16.8779,0,0.458093
156.583,8.86779,129.095,10794.6,1.08695,16.8776,0,0.458093
156.6,9.17675,129.096,10794.6,1.08696,16.8774,0,0.458093
156.617,9.48543,129.097,10794.6,1.08696,16.8771,0,0.458093
156.633,9.79385,129.097,10794.6,1.08696,16.8769,0,0.458093
156.65,10.102,129.098,10794.6,1.08696,16.8766,0,0.458093
156.667,10.4098,129.099,10794.6,1.08697,16.8763,0,0.458093
156.683,10.7174,129.1,10794.6,1.08697,16.8761,0,0.458093
156.7,11.0248,129.101,10794.6,1.08697,16.8758,0,0.458093
156.717,11.3318,129.102,10794.6,1.08697,16.8756,0,0.458093
156.733,11.6386,129.103,10794.6,1.08697,16.8753,0,0.458093
156.75,11.9451,129.104,10794.6,1.08698,16.8751,0,0.458093
156.767,12.2513,129.105,10794.6,1.08698,16.8748,0,0.458093
156.783,12.5572,129.106,10794.6,1.08698,16.8746,0,0.458093
156.8,12.8629,129.107,10794.6,1.08698,16.8743,0,0.458093
156.817,13.1683,129.108,10794.6,1.08699,16.8741,0,0.458093
156.833,13.4734,129.109,10794.6,1.08699,16.8739,0,0.458093
156.85,13.7783,129.109,10794.6,1.08699,16.8736,0,0.458093
156.867,14.0829,129.11,10794.7,1.08699,16.8734,0,0.458093
156.883,14.3872,129.111,10794.7,1.08699,16.8731,0,0.458093
156.9,14.6913,129.112,10794.7,1.087,16.8729,0,0.458093
156.917,14.995,129.113,10794.7,1.087,16.8726,0,0.458093
156.933,15.2985,129.114,10794.7,1.087,16.8724,0,0.458093
156.95,15.6018,129.115,10794.7,1.087,16.8722,0,0.458093
156.967,15.9047,129.116,10794.7,1.087,16.8719,0,0.458093
156.983,16.2074,129.116,10794.7,1.08701,16.8717,0,0.458093
157,16.5098,129.117,10794.7,1.08701,16.8715,0,0.458093
157.017,16.812,129.118,10794.7,1.08701,16.8712,0,0.458093
157.033,17.1139,129.119,10794.7,1.08701,16.871,0,0.458093
157.05,17.4155,129.12,10794.7,1.08701,16.8708,0,0.458093
157.067,17.7168,129.121,10794.7,1.08702,16.8706,0,0.458093
157.083,18.0179,129.122,10794.7,1.08702,16.8703,0,0.458093
157.1,18.3187,129.122,10794.7,1.08702,16.8701,0,0.458093
157.117,18.6192,129.123,10794.7,1.08702,16.8699,0,0.458093
157.133,18.9195,129.124,10794.7,1.08703,16.8697,0,0.458093
157.15,19.2195,129.125,10794.7,1.08703,16.8694,0,0.458093
157.167,19.5192,129.126,10794.7,1.08703,16.8692,0,0.458093
157.183,19.8187,129.126,10794.7,1.08703,16.869,0,0.458093
157.2,20.1178,129.127,10794.7,1.08703,16.8688,0,0.458093
157.217,20.4167,129.128,10794.8,1.08704,16.8686,0,0.458093
157.233,20.7154,129.129,10794.8,1.08704,16.8683,0,0.458093
157.25,21.0138,129.13,10794.8,1.08704,16.8681,0,0.458093
157.267,21.3119,129.131,10794.8,1.08704,16.8679,0,0.458093
157.283,21.6097,129.131,10794.8,1.08704,16.8677,0,0.458093
157.3,21.9073,129.132,10794.8,1.08705,16.8675,0,0.458093
157.317,22.2046,129.133,10794.8,1.08705,16.8673,0,0.458093
157.333,22.5016,129.134,10794.8,1.08705,16.8671,0,0.458093
157.35,22.7984,129.134,10794.8,1.08705,16.8669,0,0.458093
157.367,23.0949,129.135,10794.8,1.08705,16.8666,0,0.458093
157.383,23.3911,129.136,10794.8,1.08705,16.8664,0,0.458093
157.4,23.6871,129.137,10794.8,1.08706,16.8662,0,0.458093
157.417,23.9828,129.137,10794.8,1.08706,16.866,0,0.458093
157.433,24.2782,129.138,10794.8,1.08706,16.8658,0,0.458093
157.45,24.5733,129.139,10794.8,1.08706,16.8656,0,0.458093
157.467,24.8682,129.14,10794.8,1.08706,16.8654,0,0.458093
157.483,25.1628,129.14,10794.9,1.08707,16.8652,0,0.458093
157.5,25.4572,129.141,10794.9,1.08707,16.865,0,0.458093
157.517,25.7513,129.142,10794.9,1.08707,16.8648,0,0.458093
157.533,26.0451,129.143,10794.9,1.08707,16.8646,0,0.458093
157.55,26.3386,129.143,10794.9,1.08707,16.8644,0,0.458093
157.567,26.6319,129.144,10794.9,1.08708,16.8642,0,0.458093
157.583,26.9249,129.145,10794.9,1.08708,16.864,0,0.458093
157.6,27.2176,129.145,10794.9,1.08708,16.8639,0,0.458093
157.617,27.5101,129.146,10794.9,1.08708,16.8637,0,0.458093
157.633,27.8023,129.147,10794.9,1.08708,16.8635,0,0.458093
157.65,28.0942,129.148,10794.9,1.08708,16.8633,0,0.458093
157.667,28.3859,129.148,10794.9,1.08709,16.8631,0,0.458093
157.683,28.6773,129.149,10794.9,1.08709,16.8629,0,0.458093
157.7,28.9684,129.15,10795,1.08709,16.8627,0,0.458093
157.717,29.2593,129.15,10795,1.08709,16.8625,0,0.458093
157.733,29.5499,129.151,10795,1.08709,16.8624,0,0.458093
157.75,29.8402,129.152,10795,1.08709,16.8622,0,0.458093
157.767,30.1303,129.152,10795,1.0871,16.862,0,0.458093
157.783,30.42,129.153,10795,1.0871,16.8618,0,0.458093
157.8,30.7096,129.154,10795,1.0871,16.8616,0,0.458093
157.817,30.9988,129.154,10795,1.0871,16.8615,0,0.458093
157.833,31.2878,129.155,10795,1.0871,16.8613,0,0.458093
157.85,31.5765,129.156,10795,1.0871,16.8611,0,0.458093
157.867,31.8649,129.156,10795,1.08711,16.8609,0,0.458093
157.883,32.1531,129.157,10795,1.08711,16.8608,0,0.458093
157.9,32.441,129.158,10795.1,1.08711,16.8606,0,0.458093
157.917,32.7287,129.158,10795.1,1.08711,16.8604,0,0.458093
157.933,33.016,129.159,10795.1,1.08711,16.8603,0,0.458093
157.95,33.3031,129.159,10795.1,1.08711,16.8601,0,0.458093
157.967,33.5899,129.16,10795.1,1.08712,16.8599,0,0.458093
157.983,33.8765,129.161,10795.1,1.08712,16.8597,0,0.458093
158,34.1628,129.161,10795.1,1.08712,16.8596,0,0.458093
158.017,34.4488,129.162,10795.1,1.08712,16.8594,0,0.458093
158.033,34.7346,129.162,10795.1,1.08712,16.8593,0,0.458093
158.05,35.02,129.163,10795.1,1.08712,16.8591,0,0.458093
158.067,35.3053,129.164,10795.1,1.08712,16.8589,0,0.458093
158.083,35.5902,129.164,10795.2,1.08713,16.8588,0,0.458093
158.1,35.8749,129.165,10795.2,1.08713,16.8586,0,0.458093
158.117,36.1593,129.165,10795.2,1.08713,16.8585,0,0.458093
158.133,36.4434,129.166,10795.2,1.08713,16.8583,0,0.458093
158.15,36.7273,129.167,10795.2,1.08713,16.8581,0,0.458093
158.167,37.0109,129.167,10795.2,1.08713,16.858,0,0.458093
158.183,37.2942,129.168,10795.2,1.08714,16.8578,0,0.458093
158.2,37.5772,129.168,10795.2,1.08714,16.8577,0,0.458093
158.217,37.86,129.169,10795.2,1.08714,16.8575,0,0.458093
158.233,38.1425,129.169,10795.2,1.08714,16.8574,0,0.458093
158.25,38.4248,129.17,10795.3,1.08714,16.8572,0,0.458093
158.267,38.7067,129.17,10795.3,1.08714,16.8571,0,0.458093
158.283,38.9884,129.171,10795.3,1.08714,16.8569,0,0.458093
158.3,39.2698,129.171,10795.3,1.08714,16.8568,0,0.458093
158.317,39.551,129.172,10795.3,1.08715,16.8567,0,0.458093
158.333,39.8319,129.173,10795.3,1.08715,16.8565,0,0.458093
158.35,40.1125,129.173,10795.3,1.08715,16.8564,0,0.458093
158.367,40.3928,129.174,10795.3,1.08715,16.8562,0,0.458093
158.383,40.6729,129.174,10795.3,1.08715,16.8561,0,0.458093
158.4,40.9527,129.175,10795.4,1.08715,16.856,0,0.458093
158.417,41.2322,129.175,10795.4,1.08715,16.8558,0,0.458093
158.433,41.5115,129.176,10795.4,1.08716,16.8557,0,0.458093
158.45,41.7904,129.176,10795.4,1.08716,16.8555,0,0.458093
158.467,42.0692,129.177,10795.4,1.08716,16.8554,0,0.458093
158.483,42.3476,129.177,10795.4,1.08716,16.8553,0,0.458093
158.5,42.6257,129.178,10795.4,1.08716,16.8551,0,0.458093
158.517,42.9036,129.178,10795.4,1.08716,16.855,0,0.458093
158.533,43.1812,129.178,10795.5,1.08716,16.8549,0,0.458093
158.55,43.4586,129.179,10795.5,1.08716,16.8548,0,0.458093
158.567,43.7357,129.179,10795.5,1.08717,16.8546,0,0.458093
158.583,44.0125,129.18,10795.5,1.08717,16.8545,0,0.458093
158.6,44.289,129.18,10795.5,1.08717,16.8544,0,0.458093
158.617,44.5652,129.181,10795.5,1.08717,16.8542,0,0.458093
